ArimaGarchCurve_VAR,BuyHoldCurve_VAR,Date
0.001305645267990041,-0.001303942781267886,1
0.0037110745327744166,0.0010952174891367683,2
0.0031305645980821417,-7.348689380743956e-4,3
-0.0018189967477831859,0.00422006814333753,4
-0.0012960467033119594,0.0036942297028657034,5
5.78135402234059e-4,0.01876062019209379,6
-0.009829598924458893,0.029468867849203217,7
5.481655293564369e-4,0.04025851113834844,8
0.0025638169950292777,0.04235416096800493,9
-0.004870441192103225,0.03462484755801731,10
-0.00648800753580514,0.032943082287400394,11
-0.008575565195391044,0.031176109034610322,12
-0.004027637079702107,0.03590638867456031,13
-0.007081140403179975,0.03273045355990001,14
-0.0013576403727817432,0.03868344027700532,15
-6.542966540141748e-4,0.029132219993981634,16
0.003110765187065212,0.03300950333842523,17
0.006438752529830616,0.029593654591121732,18
0.011278714021385472,0.03755128257970619,19
0.019468269091800883,0.029216463709241136,20
0.013165553663435858,0.022853481474662596,21
-0.009011490208409745,4.6437986030900547e-4,22
0.0029446238229338118,0.012534818711737117,23
-0.008813465344167715,6.642982458837654e-4,24
5.539662935820644e-4,0.015015311881364735,25
0.001000039410999909,0.013907003591153266,26
-0.002719412787325459,0.02526121039539775,27
0.010278590656833897,0.012070444138321923,28
0.0063270966765862635,0.01835043722447871,29
0.008416733410960608,0.029990087424205836,30
0.0070303190302507534,0.042788436737185576,31
0.00829527180552847,0.044098306065001314,32
0.010856879187316926,0.04145246174896,33
0.005939863130997702,0.06302425807758216,34
-5.289809846502624e-4,0.07102427984019943,35
2.900558947800391e-4,0.07033271055774404,36
0.008453663386715826,0.07906795298395908,37
0.003787916580211048,0.07407549964829618,38
-0.0013898336904619724,0.06853519116563,39
-0.008174420276494732,0.07419920269701463,40
-0.011569300006663896,0.0778886642843819,41
-0.009953517343758267,0.08486577256048888,42
-0.010289578159441093,0.1056827337084818,43
-0.004937158792184593,0.08943625639754327,44
-0.014678339293137221,0.07877120613301014,45
-0.030468192551315387,0.06148381692473026,46
-0.027972163711830866,0.06421657329160224,47
-0.0049707834334216106,0.08939944273939537,48
0.015584464119087427,0.11190418416431758,49
0.015994836010234437,0.11235347640829207,50
0.02256506382930401,0.11954683556357693,51
0.02613224864515673,0.12157627988359154,52
0.032681861965569325,0.128735094892362,53
0.03814104831435583,0.13470205862861295,54
0.03276761962071428,0.12882882915707894,55
0.03428228889306517,0.13048438294167175,56
0.03569566610357744,0.14142502505408627,57
0.02511748222175325,0.1297669635235572,58
0.03074617523541301,0.1359702636573783,59
0.03658073919211269,0.14240045114238553,60
0.0299181645815354,0.13505772524259196,61
0.028942818178395724,0.132508620090797,62
0.029370877902933357,0.140663879066677,63
0.03131234517646697,0.14281525291923947,64
0.035511894898636154,0.14746884743920674,65
0.038561533741798604,0.15932592815030344,66
0.04436240956568627,0.165801332380213,67
0.06683594800291015,0.19088810380499943,68
0.07063577507910601,0.1951297764539468,69
0.07780511378834842,0.20313276903867195,70
0.0817263065264473,0.20750991980235778,71
0.0610314033389352,0.18440860412065452,72
0.06082387965057978,0.1714799262675777,73
0.0608321479390177,0.16517939169992135,74
0.06418616684318912,0.16150707023185973,75
0.08798622469796769,0.1874836674960918,76
0.08245890209184004,0.18477636491063198,77
0.09497451882150099,0.19847499759306153,78
0.0886820981141363,0.19158779724046338,79
0.10629159562023238,0.16412364034305993,80
0.09710961101679194,0.1751591681016107,81
0.08924279467137941,0.1671959449546896,82
0.10144274758887639,0.1802690041877657,83
0.09414184383968638,0.17244560127681985,84
0.1043697133193533,0.18340544222375477,85
0.09843553701294572,0.19329424746251278,86
0.09406472515356423,0.18854598097550146,87
0.10994529872358805,0.20579796932526606,88
0.1092743326702823,0.20506905997676683,89
0.11601440558307474,0.21239119219417923,90
0.11164669120390314,0.20764629067961415,91
0.11268997646945733,0.20877967198775504,92
0.09027081953956273,0.18442444121094237,93
0.08598257027920342,0.1716082662475591,94
0.0858521029961723,0.16101680591505918,95
0.0942960007483935,0.17251228821726028,96
0.0683687095745571,0.10909911731446886,97
0.07341967816244188,0.09737403493502472,98
0.05978004589677233,0.1378103351124036,99
0.05127415859958884,0.11701164292156152,100
0.03656459232210807,0.1494456423833337,101
0.03194728972920435,0.14925392701923146,102
0.028533623496927785,0.11987426159447434,103
0.03452571846381636,0.12466394505898015,104
